comune_denominazione,comune_codice_istat,latitudine,longitudine
Casape,058021,41.906517,12.885287
Castel Gandolfo,058022,41.742522,12.648877
Castel Madama,058023,41.976936,12.86919
Castelnuovo di Porto,058024,42.125399,12.500737
Castel San Pietro Romano,058025,41.84572,12.894887
Cave,058026,41.817923,12.928367
Cerreto Laziale,058027,41.944403,12.982805
Cervara di Roma,058028,41.988224,13.067989
Cerveteri,058029,41.99836,12.098851
Ciciliano,058030,41.961617,12.940932
Cineto Romano,058031,42.04981,12.963073
Civitavecchia,058032,42.093752,11.792246
Civitella San Paolo,058033,42.198525,12.576475
Colleferro,058034,41.727033,13.004158
Colonna,058035,41.833718,12.753184
Fiano Romano,058036,42.171913,12.592726
Filacciano,058037,42.254826,12.597675
Formello,058038,42.082521,12.400273
Frascati,058039,41.808245,12.680368
Gallicano nel Lazio,058040,41.87207,12.818534
Gavignano,058041,41.699118,13.051793
Genazzano,058042,41.829673,12.972246
Genzano di Roma,058043,41.706989,12.691118
Gerano,058044,41.933119,12.993776
Gorga,058045,41.655017,13.109095
Grottaferrata,058046,41.788616,12.666741
Guidonia Montecelio,058047,41.984273,12.695319
Jenne,058048,41.888823,13.169593
Labico,058049,41.789519,12.880888
Lanuvio,058050,41.674528,12.697243
Licenza,058051,42.073113,12.901468
Magliano Romano,058052,42.159893,12.4369
Mandela,058053,42.030807,12.923323
Manziana,058054,42.130344,12.130271
Marano Equo,058055,41.994024,13.015988
Marcellina,058056,42.02369,12.807045
Marino,058057,41.769788,12.658608
Mazzano Romano,058058,42.204652,12.399631
Mentana,058059,42.035022,12.642272
Monte Compatri,058060,41.808918,12.737784
Monteflavio,058061,42.108178,12.830382
Montelanico,058062,41.651117,13.039893
Montelibretti,058063,42.140933,12.735332
Monte Porzio Catone,058064,41.816426,12.715341
Monterotondo,058065,42.051799,12.618397
Montorio Romano,058066,42.138411,12.807477
Moricone,058067,42.117096,12.771639
Morlupo,058068,42.148856,12.503013
Nazzano,058069,42.229257,12.597639
Nemi,058070,41.720022,12.713395
Nerola,058071,42.160548,12.78668
Nettuno,058072,41.457538,12.661425
Olevano Romano,058073,41.860621,13.03309
Palestrina,058074,41.838966,12.891249
Palombara Sabina,058075,42.066633,12.765812
Percile,058076,42.094568,12.908485
Pisoniano,058077,41.906052,12.958888
Poli,058078,41.887327,12.893126
Pomezia,058079,41.667529,12.504786
Ponzano Romano,058080,42.257797,12.571627
Riano,058081,42.100122,12.505675
Rignano Flaminio,058082,42.210014,12.481122
Riofreddo,058083,42.060517,13.000334
Rocca Canterano,058084,41.956523,13.021788
Rocca di Cave,058085,41.84642,12.945488
Rocca di Papa,058086,41.760761,12.709614
Roccagiovine,058087,42.049802,12.900257
Rocca Priora,058088,41.791089,12.761993
Rocca Santo Stefano,058089,41.910522,13.023789
Roiate,058090,41.872322,13.067291
Roma,058091,41.89332,12.482932
Roviano,058092,42.0259,12.994384
Sacrofano,058093,42.104946,12.44546
Sambuci,058094,41.986123,12.937986
San Gregorio da Sassola,058095,41.917121,12.870786
San Polo dei Cavalieri,058096,42.009533,12.838404
Santa Marinella,058097,42.03534,11.868308
Sant'Angelo Romano,058098,42.035122,12.712681
Sant'Oreste,058099,42.234792,12.518905
San Vito Romano,058100,41.879821,12.979389
Saracinesco,058101,42.003863,12.95287
Segni,058102,41.692025,13.023349
Subiaco,058103,41.926715,13.094432
Tivoli,058104,41.960922,12.798884
Tolfa,058105,42.149613,11.938195
Torrita Tiberina,058106,42.23591,12.618977
Trevignano Romano,058107,42.155917,12.246177
Vallepietra,058108,41.926989,13.230667
Vallinfreda,058109,42.084282,12.996612
Valmontone,058110,41.778819,12.917489
Velletri,058111,41.686702,12.777043
Vicovaro,058112,42.017941,12.89723
Vivaro Romano,058113,42.099826,13.006686
Zagarolo,058114,41.838384,12.83105
Lariano,058115,41.725114,12.831276
Ladispoli,058116,41.953722,12.073465
Ardea,058117,41.608712,12.519382
Ciampino,058118,41.800289,12.600471
San Cesareo,058119,41.819196,12.800334
Fiumicino,058120,41.767566,12.233947
Fonte Nuova,058122,41.996254,12.623621
Aprilia,059001,41.594202,12.648576
Bassiano,059002,41.549755,13.032233
Campodimele,059003,41.390446,13.530336
Castelforte,059004,41.299016,13.824015
Cisterna di Latina,059005,41.590639,12.829048
Cori,059006,41.643104,12.915851
Fondi,059007,41.357285,13.430031
Formia,059008,41.259308,13.608021
Gaeta,059009,41.218312,13.56281
Itri,059010,41.297359,13.551421
Latina,059011,41.459526,13.012591
Lenola,059012,41.406115,13.459406
Maenza,059013,41.523361,13.180549
Minturno,059014,41.262974,13.746522
Monte San Biagio,059015,41.352513,13.352204
Norma,059016,41.588015,12.969392
Pontinia,059017,41.408456,13.044337
Ponza,059018,40.893237,12.963062
Priverno,059019,41.472616,13.179839
Prossedi,059020,41.516216,13.2607
Roccagorga,059021,41.525315,13.155925
Rocca Massima,059022,41.679415,12.919415
Roccasecca dei Volsci,059023,41.479872,13.212363
Sabaudia,059024,41.301567,13.025873
San Felice Circeo,059025,41.232617,13.089398
Santi Cosma e Damiano,059026,41.892085,12.48748
Sermoneta,059027,41.549314,12.984893
Sezze,059028,41.498414,13.059217
Sonnino,059029,41.414272,13.24153
Sperlonga,059030,41.260212,13.433107
Spigno Saturnia,059031,41.311515,13.735713
Terracina,059032,41.28712,13.249201
Ventotene,059033,40.796002,13.431213
Acquafondata,060001,41.542822,13.952815
Acuto,060002,41.791521,13.174394
Alatri,060003,41.726503,13.342303
Alvito,060004,41.688464,13.743264
Amaseno,060005,41.467815,13.336002
Anagni,060006,41.74472,13.152694
Aquino,060007,41.491119,13.70471
Arce,060008,41.587716,13.575429
Arnara,060009,41.584518,13.388402
Arpino,060010,41.647983,13.610141
Atina,060011,41.620199,13.799978
Ausonia,060012,41.354461,13.748748
Belmonte Castello,060013,41.577421,13.815811
Boville Ernica,060014,41.64252,13.472703
Broccostella,060015,41.699723,13.635305
Campoli Appennino,060016,41.737917,13.67848
Casalattico,060017,41.622412,13.725559
Casalvieri,060018,41.631402,13.712993
Cassino,060019,41.492558,13.83053
Castelliri,060020,41.679221,13.551404
Castelnuovo Parano,060021,41.378874,13.755385
Castrocielo,060022,41.529283,13.693938
Castro dei Volsci,060023,41.508217,13.406303
Ceccano,060024,41.567717,13.333301
Ceprano,060025,41.540418,13.512205
Cervaro,060026,41.481158,13.905113
Colfelice,060027,41.554919,13.603407
Collepardo,060028,41.764322,13.369499
Colle San Magno,060029,41.55122,13.694909
Coreno Ausonio,060030,41.346321,13.779672
Esperia,060031,41.383949,13.68061
Falvaterra,060032,41.505118,13.523806
Ferentino,060033,41.692932,13.253422
Filettino,060034,41.891424,13.327496
Fiuggi,060035,41.798561,13.220489
Fontana Liri,060036,41.61002,13.550305
Fontechiari,060037,41.667966,13.675576
Frosinone,060038,41.628259,13.576332
Fumone,060039,41.72734,13.289909
Gallinaro,060040,41.653423,13.79781
Giuliano di Roma,060041,41.539323,13.279647
Guarcino,060042,41.799022,13.313397
Isola del Liri,060043,41.679248,13.573077
Monte San Giovanni Campano,060044,41.64062,13.513704
Morolo,060045,41.638218,13.197097
Paliano,060046,41.806023,13.058068
Pastena,060047,41.468244,13.491737
Patrica,060048,41.592217,13.243998
Pescosolido,060049,41.748124,13.656605
Picinisco,060050,41.646263,13.867783
Pico,060051,41.450817,13.559607
Piedimonte San Germano,060052,41.498319,13.752311
Piglio,060053,41.83085,13.146399
Pignataro Interamna,060054,41.439218,13.786212
Pofi,060055,41.565274,13.415532
Pontecorvo,060056,41.461618,13.666709
Posta Fibreno,060057,41.690323,13.697407
Ripi,060058,41.612256,13.424749
Rocca d'Arce,060059,41.58712,13.585106
Roccasecca,060060,41.552321,13.667258
San Biagio Saracinisco,060061,41.613272,13.927877
San Donato Val di Comino,060062,41.708124,13.812609
San Giorgio a Liri,060063,41.404117,13.761312
San Giovanni Incarico,060064,41.501718,13.557906
Sant'Ambrogio sul Garigliano,060065,41.389018,13.871515
Sant'Andrea del Garigliano,060066,41.367217,13.840915
Sant'Apollinare,060067,41.402718,13.831614
Sant'Elia Fiumerapido,060068,41.539107,13.866147
Santopadre,060069,41.603066,13.63496
San Vittore del Lazio,060070,41.461148,13.931401
Serrone,060071,41.842121,13.095192
Settefrati,060072,41.669624,13.850011
Sgurgola,060073,41.670948,13.148909
Sora,060074,41.720336,13.613958
Strangolagalli,060075,41.600719,13.493904
Supino,060076,41.610209,13.224731
Terelle,060077,41.552121,13.778411
Torre Cajetani,060078,41.78772,13.267297
Torrice,060079,41.629719,13.398401
Trevi nel Lazio,060080,41.862959,13.246313
Trivigliano,060081,41.775721,13.272296
Vallecorsa,060082,41.444615,13.405204
Vallemaio,060083,41.366239,13.811748
Vallerotonda,060084,41.549691,13.914585
Veroli,060085,41.691272,13.417632
Vicalvi,060086,41.676723,13.706407
Vico nel Lazio,060087,41.77715,13.341924
Villa Latina,060088,41.619354,13.836161
Villa Santa Lucia,060089,41.51242,13.770011
Villa Santo Stefano,060090,41.517416,13.310201
Viticuso,060091,41.524321,13.971115
Acciano,066001,42.1765,13.7179
Aielli,066002,42.080283,13.590543
Alfedena,066003,41.733938,14.034394
Anversa degli Abruzzi,066004,41.994018,13.804052
Ateleta,066005,41.85543,14.197516
Avezzano,066006,42.034796,13.426505
Balsorano,066007,41.809824,13.559802
Barete,066008,42.448525,13.282023
Barisciano,066009,42.32513,13.591609
Barrea,066010,41.75849,13.99073
Bisegna,066011,41.921128,13.757605
Bugnara,066012,42.022132,13.861598
Cagnano Amiterno,066013,42.455168,13.232189
Calascio,066014,42.32595,13.69736
Campo di Giove,066015,42.010132,14.03941
Campotosto,066016,42.558839,13.367987
Canistro,066017,41.932679,13.392085
Cansano,066018,42.004432,14.01191
Capestrano,066019,42.267579,13.768656
Capistrello,066020,41.972727,13.399096
Capitignano,066021,42.520203,13.300948
Caporciano,066022,42.250317,13.673536
Cappadocia,066023,41.981572,13.276609
Carapelle Calvisio,066024,42.298647,13.683958
Carsoli,066025,42.098927,13.084888
Castel del Monte,066026,42.364995,13.726572
Castel di Ieri,066027,42.115232,13.742602
Castel di Sangro,066028,41.784273,14.108064
Castellafiume,066029,41.989126,13.334395
Castelvecchio Calvisio,066030,42.310649,13.688615
Castelvecchio Subequo,066031,42.130233,13.727801
Celano,066032,42.084324,13.546207
Cerchio,066033,42.063785,13.600135
Civita d'Antino,066034,41.886105,13.471126
Civitella Alfedena,066035,41.765326,13.942711
Civitella Roveto,066036,41.916026,13.426898
Cocullo,066037,42.032892,13.774668
Collarmele,066038,42.05903,13.6257
Collelongo,066039,41.886298,13.583343
Collepietro,066040,42.221617,13.78006
Corfinio,066041,42.124175,13.842489
Fagnano Alto,066042,42.25418,13.597459
Fontecchio,066043,42.229943,13.605891
Fossa,066044,42.292921,13.487868
Gagliano Aterno,066045,42.126532,13.700001
Gioia dei Marsi,066046,41.954369,13.693415
Goriano Sicoli,066047,42.080832,13.774803
Introdacqua,066048,42.007431,13.898307
L'Aquila,066049,42.136885,13.610341
Lecce nei Marsi,066050,41.937718,13.684116
Luco dei Marsi,066051,41.957027,13.473598
Lucoli,066052,42.251554,13.376882
Magliano de' Marsi,066053,42.091529,13.363794
Massa d'Albe,066054,42.107229,13.394294
Molina Aterno,066055,42.149033,13.735401
Montereale,066056,42.525096,13.244072
Morino,066057,41.864425,13.456999
Navelli,066058,42.237864,13.729027
Ocre,066059,42.282501,13.470576
Ofena,066060,42.326791,13.75869
Opi,066061,41.781026,13.829726
Oricola,066062,42.049225,13.039387
Ortona dei Marsi,066063,41.99733,13.728103
Ortucchio,066064,41.955028,13.645802
Ovindoli,066065,42.137031,13.516097
Pacentro,066066,42.049964,13.991073
Pereto,066067,42.057815,13.101625
Pescasseroli,066068,41.808401,13.789282
Pescina,066069,42.02543,13.657901
Pescocostanzo,066070,41.88633,14.065612
Pettorano sul Gizio,066071,41.974531,13.958709
Pizzoli,066072,42.436075,13.301272
Poggio Picenze,066073,42.320636,13.541087
Prata d'Ansidonia,066074,42.277818,13.608972
Pratola Peligna,066075,42.098314,13.87398
Prezza,066076,42.058131,13.834474
Raiano,066077,42.102554,13.814304
Rivisondoli,066078,41.870896,14.06743
Roccacasale,066079,42.122934,13.888105
Rocca di Botte,066080,42.026225,13.067688
Rocca di Cambio,066081,42.235035,13.489963
Rocca di Mezzo,066082,42.205131,13.519269
Rocca Pia,066083,41.93343,13.97701
Roccaraso,066084,41.850261,14.078257
San Benedetto dei Marsi,066085,42.008229,13.622701
San Benedetto in Perillis,066086,42.183943,13.770532
San Demetrio ne' Vestini,066087,42.288377,13.558641
San Pio delle Camere,066088,42.286172,13.657972
Sante Marie,066089,42.102278,13.204774
Sant'Eusanio Forconese,066090,42.288218,13.524417
Santo Stefano di Sessanio,066091,42.343876,13.644177
San Vincenzo Valle Roveto,066092,41.828184,13.527427
Scanno,066093,41.903861,13.880213
Scontrone,066094,41.746078,14.038684
Scoppito,066095,42.372612,13.255359
Scurcola Marsicana,066096,42.063128,13.339194
Secinaro,066097,42.152933,13.6807
Sulmona,066098,42.047423,13.927011
Tagliacozzo,066099,42.069327,13.254692
Tione degli Abruzzi,066100,42.204066,13.635396
Tornimparte,066101,42.29054,13.266619
Trasacco,066102,41.958441,13.536102
Villalago,066103,41.934729,13.842007
Villa Santa Lucia degli Abruzzi,066104,42.333462,13.777436
Villa Sant'Angelo,066105,42.269937,13.537486
Villavallelonga,066106,41.866996,13.62451
Villetta Barrea,066107,41.775827,13.938511
Vittorito,066108,42.127033,13.816703
Alba Adriatica,067001,42.834342,13.927816
Ancarano,067002,42.836048,13.739392
Arsita,067003,42.502162,13.782832
Atri,067004,42.580137,13.976412
Basciano,067005,42.594401,13.739647
Bellante,067006,42.741847,13.810195
Bisenti,067007,42.529128,13.801283
Campli,067008,42.726231,13.686284
Canzano,067009,42.646784,13.803143
Castel Castagna,067010,42.542941,13.716395
Castellalto,067011,42.678042,13.821589
Castelli,067012,42.48794,13.711696
Castiglione Messer Raimondo,067013,42.531915,13.881545
Castilenti,067014,42.533705,13.917011
Cellino Attanasio,067015,42.587311,13.850525
Cermignano,067016,42.592912,13.797398
Civitella del Tronto,067017,42.773446,13.672291
Colledara,067018,42.540868,13.678938
Colonnella,067019,42.872628,13.865016
Controguerra,067020,42.855716,13.819336
Corropoli,067021,42.826814,13.835185
Cortino,067022,42.622397,13.508815
Crognaleto,067023,42.587941,13.48959
Fano Adriano,067024,42.552131,13.537962
Giulianova,067025,42.753486,13.966701
Isola del Gran Sasso d'Italia,067026,42.503058,13.659516
Montefino,067027,42.54432,13.884238
Montorio al Vomano,067028,42.582706,13.632519
Morro d'Oro,067029,42.663744,13.919497
Mosciano Sant'Angelo,067030,42.746847,13.888296
Nereto,067031,42.818945,13.816055
Notaresco,067032,42.654145,13.894698
Penna Sant'Andrea,067033,42.593443,13.772196
Pietracamela,067034,42.52354,13.555392
Pineto,067035,42.607771,14.067103
Rocca Santa Maria,067036,42.686313,13.528171
Roseto degli Abruzzi,067037,42.677577,14.014464
Sant'Egidio alla Vibrata,067038,42.821048,13.717891
Sant'Omero,067039,42.786672,13.801764
Silvi,067040,42.548792,14.118769
Teramo,067041,42.658118,13.699625
Torano Nuovo,067042,42.823048,13.777293
Torricella Sicura,067043,42.657567,13.65552
Tortoreto,067044,42.803984,13.912405
Tossicia,067045,42.544941,13.647494
Valle Castellana,067046,42.736176,13.4971
Martinsicuro,067047,42.885144,13.915535
Abbateggio,068001,42.225137,14.011106
Alanno,068002,42.295082,13.971316
Bolognano,068003,42.2181,13.960887
Brittoli,068004,42.317338,13.861602
Bussi sul Tirino,068005,42.213035,13.826202
Cappelle sul Tavo,068006,42.464742,14.101977
Caramanico Terme,068007,42.157038,14.002555
Carpineto della Nora,068008,42.333038,13.860802
Castiglione a Casauria,068009,42.236378,13.896037
Catignano,068010,42.34626,13.950114
Cepagatti,068011,42.364302,14.071795
Città Sant'Angelo,068012,42.518144,14.059203
Civitaquana,068013,42.325991,13.896744
Civitella Casanova,068014,42.364923,13.889909
Collecorvino,068015,42.458598,14.01428
Corvara,068016,42.274875,13.872694
Cugnoli,068017,42.307138,13.932703
Elice,068018,42.518275,13.968282
Farindola,068019,42.441146,13.823437
Lettomanoppello,068020,42.23664,14.036921
Loreto Aprutino,068021,42.434634,13.983232
Manoppello,068022,42.25778,14.059958
Montebello di Bertona,068023,42.417944,13.871901
Montesilvano,068024,42.513603,14.15162
Moscufo,068025,42.428144,14.054309
Nocciano,068026,42.333041,13.984102
Penne,068027,42.458215,13.927326
Pescara,068028,42.310262,13.95759
Pescosansonesco,068029,42.25446,13.884693
Pianella,068030,42.396011,14.04627
Picciano,068031,42.475642,13.989302
Pietranico,068032,42.276237,13.910403
Popoli,068033,42.171311,13.832817
Roccamorice,068034,42.213499,14.024589
Rosciano,068035,42.320692,14.042931
Salle,068036,42.176935,13.961206
Sant'Eufemia a Maiella,068037,42.126135,14.026508
San Valentino in Abruzzo Citeriore,068038,42.233037,13.985606
Scafa,068039,42.267138,13.999806
Serramonacesca,068040,42.249033,14.093233
Spoltore,068041,42.453456,14.140982
Tocco da Casauria,068042,42.213694,13.913472
Torre de' Passeri,068043,42.241891,13.930967
Turrivalignani,068044,42.261938,14.026706
Vicoli,068045,42.341438,13.897102
Villa Celiera,068046,42.381842,13.858599
Altino,069001,42.099337,14.331615
Archi,069002,42.089937,14.381217
Ari,069003,42.29234,14.263011
Arielli,069004,42.382444,14.359279
Atessa,069005,42.071806,14.448902
Bomba,069006,42.034335,14.367117
Borrello,069007,41.918932,14.304417
Bucchianico,069008,42.30484,14.181009
Montebello sul Sangro,069009,41.987272,14.325315
Canosa Sannita,069010,42.295461,14.300705
